Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
293,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_293.txt,30.0,30.0,42.0,-48.0,0.0,-31.0,0.0,-279.0,17.0,17.0,24.0,-26.0,66.0,66.0,66.0,2.0,0.0,-1.0,0.0,-294.0,66.0,66.0,132.0,-645.0,False,78125.0,0.0,13067429760.0,581.0,90.0,7549915100.0,503.0,61.0
294,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_294.txt,52.0,52.0,92.0,70.0,0.0,-8.0,0.0,-432.0,15.0,15.0,25.0,-67.0,0.0,-26.0,0.0,-351.0,0.0,-45.0,0.0,-414.0,52.0,52.0,117.0,-1194.0,False,78125.0,0.0,21059286248.0,613.0,91.0,20208739936.0,613.0,82.0
295,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_295.txt,0.0,-9.0,0.0,-249.0,34.0,34.0,51.0,-22.0,40.0,40.0,45.0,-70.0,2.0,2.0,2.0,-345.0,0.0,-51.0,0.0,-387.0,40.0,40.0,98.0,-1073.0,False,78125.0,0.0,13633838400.0,568.0,87.0,10351229616.0,547.0,49.0
296,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_296.txt,31.0,31.0,62.0,4.0,0.0,-42.0,0.0,-333.0,0.0,-32.0,0.0,-223.0,0.0,-33.0,0.0,-274.0,43.0,43.0,60.0,-43.0,43.0,43.0,122.0,-869.0,False,78125.0,0.0,9325208592.0,529.0,82.0,7195377000.0,489.0,61.0
297,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_297.txt,56.0,56.0,82.0,-18.0,48.0,48.0,48.0,-101.0,0.0,-25.0,0.0,-335.0,0.0,-26.0,0.0,-306.0,0.0,-33.0,0.0,-328.0,56.0,56.0,130.0,-1088.0,False,78125.0,0.0,18891395712.0,612.0,88.0,15357140400.0,594.0,68.0
298,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_298.txt,12.0,12.0,12.0,-306.0,20.0,20.0,20.0,-191.0,0.0,-75.0,0.0,-531.0,75.0,75.0,95.0,78.0,57.0,57.0,57.0,-302.0,75.0,75.0,184.0,-1252.0,False,78125.0,0.0,5737197060.0,531.0,63.0,0.0,531.0,0.0
299,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_299.txt,0.0,-6.0,0.0,-76.0,29.0,29.0,29.0,-145.0,0.0,-46.0,0.0,-305.0,0.0,-11.0,0.0,-285.0,7.0,7.0,7.0,-107.0,29.0,29.0,36.0,-918.0,False,78125.0,0.0,9967550670.0,552.0,80.0,6176089080.0,488.0,56.0
300,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_300.txt,9.0,9.0,9.0,-245.0,0.0,-8.0,0.0,-222.0,26.0,26.0,35.0,-111.0,9.0,9.0,16.0,-70.0,0.0,-8.0,0.0,-328.0,26.0,26.0,60.0,-976.0,False,78125.0,0.0,14431770080.0,572.0,89.0,12207211520.0,542.0,80.0
301,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_301.txt,21.0,21.0,21.0,-102.0,0.0,-2.0,0.0,-258.0,0.0,-60.0,0.0,-399.0,0.0,-16.0,0.0,-281.0,0.0,-1.0,0.0,-176.0,21.0,21.0,21.0,-1216.0,False,78125.0,0.0,18095010525.0,611.0,89.0,18095010525.0,609.0,75.0
302,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_302.txt,97.0,97.0,97.0,-4.0,67.0,67.0,67.0,-155.0,130.0,130.0,184.0,97.0,0.0,-50.0,0.0,-276.0,32.0,32.0,32.0,-206.0,130.0,130.0,380.0,-544.0,False,78125.0,1.0,10128611493.0,517.0,91.0,2411037090.0,462.0,18.0
303,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_303.txt,18.0,18.0,18.0,-306.0,150.0,150.0,169.0,137.0,29.0,29.0,29.0,-346.0,123.0,123.0,123.0,-59.0,0.0,-82.0,0.0,-583.0,150.0,150.0,339.0,-1157.0,False,78125.0,0.0,16114082400.0,583.0,85.0,0.0,583.0,0.0
304,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_304.txt,0.0,-16.0,0.0,-269.0,41.0,41.0,41.0,-62.0,0.0,-52.0,0.0,-297.0,0.0,-50.0,0.0,-301.0,20.0,20.0,20.0,-123.0,41.0,41.0,61.0,-1052.0,False,78125.0,0.0,21572179200.0,625.0,96.0,14847425280.0,569.0,86.0
305,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_305.txt,69.0,69.0,125.0,98.0,0.0,-30.0,0.0,-321.0,0.0,-35.0,0.0,-326.0,0.0,-29.0,0.0,-297.0,14.0,14.0,14.0,-139.0,69.0,69.0,139.0,-985.0,False,78125.0,1.0,11663291640.0,560.0,90.0,7253611200.0,508.0,66.0
306,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_306.txt,90.0,90.0,108.0,68.0,0.0,-19.0,0.0,-237.0,0.0,0.0,0.0,-261.0,0.0,-57.0,0.0,-372.0,0.0,-60.0,0.0,-381.0,90.0,90.0,108.0,-1183.0,False,78125.0,3.0,16113286800.0,574.0,90.0,11929876140.0,561.0,61.0
307,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_307.txt,79.0,79.0,79.0,-67.0,75.0,75.0,107.0,-65.0,0.0,-64.0,0.0,-489.0,5.0,5.0,5.0,-342.0,118.0,118.0,155.0,107.0,118.0,118.0,346.0,-856.0,False,78125.0,0.0,6631203328.0,493.0,74.0,0.0,489.0,0.0
308,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_308.txt,132.0,132.0,233.0,117.0,106.0,106.0,106.0,-88.0,19.0,19.0,19.0,-315.0,113.0,113.0,113.0,2.0,0.0,-31.0,0.0,-461.0,132.0,132.0,471.0,-745.0,False,78125.0,0.0,7083032320.0,534.0,77.0,0.0,461.0,0.0
309,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_309.txt,52.0,52.0,135.0,135.0,0.0,-6.0,0.0,-236.0,0.0,-63.0,0.0,-295.0,18.0,18.0,18.0,-67.0,3.0,3.0,3.0,-207.0,52.0,52.0,156.0,-670.0,False,78125.0,0.0,11514101760.0,529.0,80.0,7025401152.0,486.0,71.0
310,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_310.txt,0.0,-20.0,0.0,-265.0,19.0,19.0,29.0,-16.0,0.0,-15.0,0.0,-309.0,19.0,19.0,30.0,-62.0,0.0,-28.0,0.0,-339.0,19.0,19.0,59.0,-991.0,False,78125.0,0.0,13951696500.0,598.0,90.0,12583123200.0,561.0,58.0
311,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_311.txt,0.0,-29.0,0.0,-374.0,58.0,58.0,128.0,104.0,0.0,-58.0,0.0,-373.0,0.0,-3.0,0.0,-344.0,0.0,-1.0,0.0,-338.0,58.0,58.0,128.0,-1325.0,False,78125.0,1.0,13508008200.0,561.0,85.0,10121941440.0,561.0,68.0
312,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_312.txt,70.0,70.0,96.0,46.0,0.0,-37.0,0.0,-342.0,0.0,-43.0,0.0,-337.0,0.0,-26.0,0.0,-221.0,29.0,29.0,45.0,-40.0,70.0,70.0,141.0,-894.0,False,78125.0,0.0,10142858880.0,577.0,82.0,7281204000.0,514.0,50.0
313,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_313.txt,19.0,19.0,34.0,17.0,0.0,-9.0,0.0,-206.0,5.0,5.0,5.0,-110.0,0.0,-35.0,0.0,-240.0,41.0,41.0,97.0,82.0,41.0,41.0,136.0,-457.0,False,78125.0,0.0,10751340600.0,589.0,87.0,6193771584.0,465.0,74.0
314,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_314.txt,69.0,69.0,69.0,-259.0,0.0,-23.0,0.0,-374.0,44.0,44.0,71.0,69.0,52.0,52.0,52.0,-223.0,4.0,4.0,4.0,-300.0,69.0,69.0,196.0,-1087.0,False,78125.0,0.0,12830711040.0,580.0,83.0,1773683274.0,520.0,11.0
315,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_315.txt,27.0,27.0,63.0,-43.0,25.0,25.0,25.0,-280.0,0.0,-32.0,0.0,-390.0,61.0,61.0,94.0,-38.0,0.0,-92.0,0.0,-445.0,61.0,61.0,182.0,-1196.0,False,78125.0,0.0,15556161600.0,587.0,92.0,12126940000.0,574.0,47.0
316,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_316.txt,0.0,-49.0,0.0,-381.0,72.0,72.0,83.0,37.0,63.0,63.0,165.0,97.0,0.0,-10.0,0.0,-356.0,17.0,17.0,17.0,-344.0,72.0,72.0,265.0,-947.0,False,78125.0,0.0,14014592592.0,638.0,83.0,3989627460.0,561.0,18.0
317,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_317.txt,18.0,18.0,18.0,-235.0,180.0,180.0,289.0,289.0,0.0,-33.0,0.0,-362.0,0.0,-52.0,0.0,-408.0,20.0,20.0,20.0,-318.0,180.0,180.0,327.0,-1034.0,False,78125.0,0.0,13744051200.0,582.0,88.0,9370944000.0,582.0,60.0
318,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_318.txt,28.0,28.0,41.0,-67.0,0.0,-31.0,0.0,-230.0,0.0,-21.0,0.0,-329.0,54.0,54.0,54.0,-90.0,0.0,-9.0,0.0,-287.0,54.0,54.0,95.0,-1003.0,False,78125.0,0.0,11371674720.0,581.0,82.0,8280209448.0,518.0,51.0
319,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_319.txt,31.0,31.0,66.0,-120.0,124.0,124.0,226.0,144.0,0.0,-78.0,0.0,-603.0,38.0,38.0,38.0,-460.0,19.0,19.0,19.0,-394.0,124.0,124.0,349.0,-1433.0,False,78125.0,0.0,15745347424.0,603.0,82.0,0.0,603.0,0.0
320,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_320.txt,0.0,-6.0,0.0,-58.0,0.0,-18.0,0.0,-230.0,0.0,-6.0,0.0,-222.0,0.0,-17.0,0.0,-256.0,34.0,34.0,34.0,-63.0,34.0,34.0,34.0,-829.0,False,78125.0,0.0,19066908960.0,610.0,88.0,12684284800.0,541.0,85.0
321,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_321.txt,30.0,30.0,30.0,-217.0,134.0,134.0,134.0,27.0,58.0,58.0,58.0,-129.0,0.0,-1.0,0.0,-238.0,41.0,41.0,96.0,-3.0,134.0,134.0,318.0,-560.0,False,78125.0,0.0,15639923880.0,582.0,87.0,3703889280.0,493.0,29.0
322,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_322.txt,143.0,143.0,156.0,92.0,90.0,90.0,90.0,-144.0,0.0,-94.0,0.0,-582.0,1.0,1.0,1.0,-321.0,92.0,92.0,92.0,-233.0,143.0,143.0,339.0,-1188.0,False,78125.0,0.0,15290886000.0,585.0,94.0,0.0,582.0,0.0
323,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_323.txt,38.0,38.0,38.0,-34.0,63.0,63.0,83.0,-27.0,0.0,-35.0,0.0,-287.0,0.0,-44.0,0.0,-268.0,0.0,-14.0,0.0,-234.0,63.0,63.0,121.0,-850.0,False,78125.0,0.0,12147523650.0,581.0,86.0,6717645396.0,503.0,57.0
324,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_324.txt,180.0,180.0,385.0,385.0,48.0,48.0,62.0,-205.0,0.0,0.0,0.0,-561.0,51.0,51.0,81.0,-279.0,0.0,0.0,0.0,-561.0,180.0,180.0,528.0,-1221.0,False,78125.0,0.0,8345134080.0,561.0,73.0,0.0,561.0,0.0
325,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_325.txt,68.0,68.0,73.0,-23.0,51.0,51.0,99.0,-98.0,17.0,17.0,17.0,-275.0,13.0,13.0,13.0,-272.0,0.0,-32.0,0.0,-281.0,68.0,68.0,202.0,-949.0,False,78125.0,0.0,11298830400.0,584.0,90.0,8225452800.0,526.0,45.0
326,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_326.txt,41.0,41.0,119.0,113.0,43.0,43.0,70.0,-54.0,0.0,-2.0,0.0,-259.0,0.0,-14.0,0.0,-220.0,1.0,1.0,1.0,-323.0,43.0,43.0,190.0,-743.0,False,78125.0,0.0,6513091200.0,528.0,78.0,2840641848.0,464.0,33.0
327,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_327.txt,100.0,100.0,100.0,-103.0,0.0,-93.0,0.0,-575.0,127.0,127.0,225.0,149.0,1.0,1.0,1.0,-394.0,62.0,62.0,62.0,-273.0,127.0,127.0,388.0,-1196.0,False,78125.0,4.0,17152272720.0,575.0,93.0,0.0,575.0,0.0
328,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_328.txt,34.0,34.0,50.0,-8.0,0.0,-25.0,0.0,-265.0,0.0,-4.0,0.0,-201.0,27.0,27.0,32.0,-136.0,0.0,-17.0,0.0,-278.0,34.0,34.0,82.0,-888.0,False,78125.0,0.0,9305485200.0,531.0,75.0,6857949522.0,494.0,61.0
329,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_329.txt,4.0,4.0,4.0,-98.0,3.0,3.0,3.0,-129.0,0.0,-26.0,0.0,-229.0,0.0,-3.0,0.0,-93.0,18.0,18.0,31.0,-2.0,18.0,18.0,38.0,-551.0,False,78125.0,0.0,8545622400.0,556.0,84.0,6424971030.0,470.0,67.0
330,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_330.txt,129.0,129.0,236.0,74.0,0.0,0.0,0.0,-566.0,0.0,0.0,0.0,-566.0,81.0,81.0,144.0,-185.0,166.0,166.0,203.0,-13.0,166.0,166.0,583.0,-1256.0,False,78125.0,0.0,16279767504.0,571.0,89.0,0.0,566.0,0.0
331,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_331.txt,0.0,-36.0,0.0,-236.0,34.0,34.0,86.0,26.0,0.0,-18.0,0.0,-201.0,0.0,-5.0,0.0,-243.0,0.0,-5.0,0.0,-139.0,34.0,34.0,86.0,-793.0,False,78125.0,0.0,10825650000.0,602.0,78.0,6728475600.0,507.0,58.0
332,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_332.txt,0.0,-12.0,0.0,-233.0,17.0,17.0,17.0,-144.0,11.0,11.0,19.0,-87.0,0.0,-15.0,0.0,-207.0,63.0,63.0,156.0,156.0,63.0,63.0,192.0,-515.0,False,78125.0,0.0,19961414592.0,606.0,98.0,10329255664.0,525.0,74.0
333,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_333.txt,107.0,107.0,107.0,23.0,91.0,91.0,91.0,-156.0,88.0,88.0,88.0,-19.0,110.0,110.0,110.0,5.0,0.0,-87.0,0.0,-477.0,110.0,110.0,396.0,-624.0,False,78125.0,0.0,17511416028.0,601.0,87.0,0.0,477.0,0.0
334,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_334.txt,0.0,-16.0,0.0,-229.0,0.0,-34.0,0.0,-349.0,11.0,11.0,11.0,-181.0,15.0,15.0,15.0,-77.0,0.0,-13.0,0.0,-293.0,15.0,15.0,26.0,-1129.0,False,78125.0,0.0,16433800416.0,583.0,83.0,16433800416.0,576.0,74.0
335,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_335.txt,0.0,-62.0,0.0,-584.0,34.0,34.0,60.0,-87.0,26.0,26.0,26.0,-436.0,67.0,67.0,78.0,-263.0,143.0,143.0,274.0,225.0,143.0,143.0,438.0,-1145.0,False,78125.0,0.0,12575876148.0,584.0,88.0,0.0,584.0,0.0
336,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_336.txt,0.0,-12.0,0.0,-278.0,1.0,1.0,1.0,-127.0,0.0,-15.0,0.0,-280.0,0.0,-1.0,0.0,-117.0,0.0,-24.0,0.0,-314.0,1.0,1.0,1.0,-1116.0,False,78125.0,0.0,11130663600.0,554.0,81.0,11130663600.0,548.0,70.0
337,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_337.txt,19.0,19.0,26.0,-154.0,6.0,6.0,6.0,-188.0,0.0,-11.0,0.0,-292.0,0.0,-37.0,0.0,-342.0,50.0,50.0,88.0,58.0,50.0,50.0,120.0,-918.0,False,78125.0,0.0,11958710400.0,548.0,84.0,11826214400.0,548.0,71.0
338,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_338.txt,14.0,14.0,16.0,-40.0,81.0,81.0,102.0,-34.0,0.0,-4.0,0.0,-303.0,15.0,15.0,15.0,-236.0,0.0,-4.0,0.0,-260.0,81.0,81.0,133.0,-873.0,False,78125.0,0.0,7281031680.0,538.0,77.0,5332136040.0,476.0,54.0
339,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_339.txt,36.0,36.0,36.0,-136.0,44.0,44.0,61.0,-79.0,0.0,-1.0,0.0,-207.0,0.0,-52.0,0.0,-224.0,121.0,121.0,239.0,239.0,121.0,121.0,336.0,-407.0,False,78125.0,0.0,18972673335.0,612.0,87.0,2906766324.0,427.0,37.0
340,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_340.txt,0.0,0.0,0.0,-293.0,31.0,31.0,36.0,-140.0,0.0,-5.0,0.0,-264.0,51.0,51.0,97.0,7.0,0.0,-68.0,0.0,-361.0,51.0,51.0,133.0,-1051.0,False,78125.0,2.0,14082541200.0,560.0,89.0,11984263200.0,546.0,67.0
341,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_341.txt,0.0,-7.0,0.0,-270.0,77.0,77.0,77.0,-58.0,0.0,-28.0,0.0,-428.0,0.0,-28.0,0.0,-321.0,0.0,-22.0,0.0,-239.0,77.0,77.0,77.0,-1316.0,False,78125.0,0.0,15516990720.0,577.0,86.0,14552068608.0,577.0,72.0
342,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_342.txt,30.0,30.0,55.0,-30.0,18.0,18.0,18.0,-264.0,0.0,-52.0,0.0,-315.0,0.0,-55.0,0.0,-338.0,48.0,48.0,58.0,-61.0,48.0,48.0,131.0,-1008.0,False,78125.0,0.0,13010025600.0,595.0,84.0,11858918400.0,563.0,57.0
343,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_343.txt,38.0,38.0,55.0,-63.0,23.0,23.0,23.0,-303.0,59.0,59.0,62.0,-54.0,41.0,41.0,41.0,-311.0,0.0,-29.0,0.0,-346.0,59.0,59.0,181.0,-1077.0,False,78125.0,0.0,11733828480.0,558.0,90.0,7054090176.0,530.0,49.0
344,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_344.txt,42.0,42.0,42.0,-329.0,205.0,205.0,238.0,147.0,54.0,54.0,62.0,-165.0,78.0,78.0,78.0,-222.0,0.0,-60.0,0.0,-542.0,205.0,205.0,420.0,-1111.0,False,78125.0,0.0,10509298000.0,548.0,89.0,0.0,542.0,0.0
345,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_345.txt,30.0,30.0,56.0,15.0,90.0,90.0,100.0,17.0,0.0,-16.0,0.0,-294.0,5.0,5.0,5.0,-287.0,0.0,-10.0,0.0,-260.0,90.0,90.0,161.0,-809.0,False,78125.0,0.0,5961239550.0,513.0,71.0,4028289408.0,442.0,57.0
346,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_346.txt,14.0,14.0,14.0,-251.0,102.0,102.0,166.0,72.0,59.0,59.0,59.0,-161.0,58.0,58.0,116.0,82.0,59.0,59.0,59.0,-171.0,102.0,102.0,414.0,-429.0,False,78125.0,0.0,10012861320.0,566.0,80.0,168232512.0,411.0,7.0
347,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_347.txt,158.0,158.0,177.0,18.0,146.0,146.0,146.0,-25.0,75.0,75.0,75.0,-224.0,0.0,-97.0,0.0,-567.0,129.0,129.0,129.0,-196.0,158.0,158.0,527.0,-994.0,False,78125.0,0.0,16740648000.0,577.0,89.0,0.0,567.0,0.0
348,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_348.txt,38.0,38.0,77.0,7.0,32.0,32.0,45.0,-15.0,0.0,-30.0,0.0,-333.0,0.0,-24.0,0.0,-262.0,0.0,-29.0,0.0,-373.0,38.0,38.0,122.0,-976.0,False,78125.0,0.0,12987162720.0,572.0,87.0,12114860940.0,555.0,67.0
349,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_349.txt,29.0,29.0,29.0,-299.0,25.0,25.0,25.0,-90.0,0.0,-57.0,0.0,-408.0,33.0,33.0,56.0,-16.0,0.0,-25.0,0.0,-280.0,33.0,33.0,110.0,-1093.0,False,78125.0,0.0,10687968000.0,559.0,85.0,10687968000.0,550.0,60.0
350,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_350.txt,0.0,-58.0,0.0,-310.0,28.0,28.0,41.0,-34.0,0.0,-4.0,0.0,-162.0,0.0,-12.0,0.0,-255.0,27.0,27.0,27.0,-255.0,28.0,28.0,68.0,-1016.0,False,78125.0,0.0,11071060000.0,621.0,79.0,7723844128.0,529.0,38.0
351,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_351.txt,219.0,219.0,645.0,645.0,0.0,0.0,0.0,-544.0,105.0,105.0,230.0,-65.0,0.0,0.0,0.0,-544.0,0.0,0.0,0.0,-544.0,219.0,219.0,875.0,-1052.0,False,78125.0,0.0,10939111040.0,544.0,88.0,0.0,544.0,0.0
352,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_352.txt,0.0,-22.0,0.0,-103.0,35.0,35.0,35.0,-136.0,0.0,-16.0,0.0,-244.0,0.0,-89.0,0.0,-381.0,0.0,-21.0,0.0,-276.0,35.0,35.0,35.0,-1140.0,False,78125.0,2.0,10927791648.0,528.0,84.0,9094480416.0,494.0,84.0
353,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_353.txt,41.0,41.0,41.0,-290.0,94.0,94.0,126.0,-91.0,8.0,8.0,8.0,-393.0,0.0,-53.0,0.0,-551.0,198.0,198.0,387.0,357.0,198.0,198.0,562.0,-968.0,False,78125.0,0.0,9569826000.0,551.0,87.0,0.0,551.0,0.0
354,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_354.txt,8.0,8.0,8.0,-254.0,0.0,-8.0,0.0,-280.0,49.0,49.0,49.0,-180.0,0.0,-57.0,0.0,-333.0,0.0,-14.0,0.0,-319.0,49.0,49.0,57.0,-1366.0,False,78125.0,0.0,19891733358.0,614.0,93.0,19891733358.0,596.0,89.0
355,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_355.txt,28.0,28.0,47.0,-79.0,0.0,-5.0,0.0,-271.0,0.0,-12.0,0.0,-330.0,0.0,-48.0,0.0,-354.0,35.0,35.0,57.0,2.0,35.0,35.0,104.0,-1032.0,False,78125.0,0.0,16541149920.0,607.0,87.0,13583960586.0,564.0,69.0
356,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_356.txt,54.0,54.0,66.0,-4.0,102.0,102.0,102.0,-58.0,0.0,-58.0,0.0,-417.0,0.0,-48.0,0.0,-402.0,0.0,-68.0,0.0,-377.0,102.0,102.0,168.0,-1258.0,False,78125.0,0.0,24654872880.0,639.0,91.0,20722668330.0,616.0,85.0
357,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_357.txt,0.0,-44.0,0.0,-291.0,26.0,26.0,26.0,-288.0,55.0,55.0,96.0,13.0,0.0,-3.0,0.0,-310.0,0.0,-71.0,0.0,-485.0,55.0,55.0,122.0,-1361.0,False,78125.0,0.0,18329558400.0,607.0,87.0,17396445600.0,607.0,69.0
358,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_358.txt,13.0,13.0,13.0,-65.0,0.0,-29.0,0.0,-267.0,0.0,-15.0,0.0,-198.0,0.0,-1.0,0.0,-184.0,31.0,31.0,38.0,-74.0,31.0,31.0,51.0,-788.0,False,78125.0,0.0,16070069400.0,596.0,93.0,15488838750.0,564.0,79.0
359,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_359.txt,55.0,55.0,161.0,161.0,10.0,10.0,10.0,-204.0,57.0,57.0,73.0,-162.0,18.0,18.0,35.0,-168.0,2.0,2.0,2.0,-304.0,57.0,57.0,281.0,-677.0,False,78125.0,0.0,8060804388.0,548.0,78.0,1824164496.0,489.0,21.0
360,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_360.txt,78.0,78.0,135.0,101.0,76.0,76.0,129.0,61.0,31.0,31.0,38.0,-180.0,2.0,2.0,2.0,-173.0,0.0,-32.0,0.0,-381.0,78.0,78.0,304.0,-572.0,False,78125.0,0.0,3188758272.0,507.0,67.0,0.0,381.0,0.0
361,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_361.txt,78.0,78.0,136.0,94.0,92.0,92.0,210.0,125.0,0.0,-57.0,0.0,-338.0,4.0,4.0,4.0,-308.0,1.0,1.0,1.0,-334.0,92.0,92.0,351.0,-761.0,False,78125.0,0.0,18449088768.0,604.0,86.0,10270391760.0,548.0,58.0
362,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_362.txt,0.0,-40.0,0.0,-302.0,0.0,-24.0,0.0,-237.0,59.0,59.0,153.0,102.0,0.0,-6.0,0.0,-123.0,0.0,-7.0,0.0,-86.0,59.0,59.0,153.0,-646.0,False,78125.0,0.0,8447282928.0,541.0,74.0,4124259776.0,450.0,52.0
363,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_363.txt,14.0,14.0,20.0,-173.0,1.0,1.0,1.0,-235.0,1.0,1.0,1.0,-308.0,94.0,94.0,225.0,225.0,0.0,-14.0,0.0,-372.0,94.0,94.0,247.0,-863.0,False,78125.0,0.0,9729323100.0,588.0,77.0,6032315520.0,527.0,56.0
364,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_364.txt,0.0,-37.0,0.0,-282.0,0.0,-3.0,0.0,-107.0,27.0,27.0,46.0,-34.0,37.0,37.0,37.0,-243.0,0.0,-30.0,0.0,-330.0,37.0,37.0,83.0,-996.0,False,78125.0,1.0,11378479476.0,547.0,91.0,9292591464.0,523.0,52.0
365,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_365.txt,79.0,79.0,113.0,58.0,17.0,17.0,17.0,-278.0,82.0,82.0,134.0,113.0,0.0,0.0,0.0,-163.0,0.0,-1.0,0.0,-240.0,82.0,82.0,264.0,-510.0,False,78125.0,0.0,6920870850.0,536.0,82.0,1130518620.0,433.0,19.0
366,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_366.txt,150.0,150.0,228.0,149.0,57.0,57.0,58.0,-13.0,0.0,-24.0,0.0,-236.0,14.0,14.0,14.0,-211.0,77.0,77.0,77.0,-183.0,150.0,150.0,377.0,-494.0,False,78125.0,0.0,12977668800.0,566.0,78.0,145868700.0,472.0,1.0
